PRT_ID;AREA;INT_SQFT;DATE_SALE;DIST_MAINROAD;N_BEDROOM;N_BATHROOM;N_ROOM;SALE_COND;PARK_FACIL;DATE_BUILD;BUILDTYPE;UTILITY_AVAIL;STREET;MZZONE;QS_ROOMS;QS_BATHROOM;QS_BEDROOM;QS_OVERALL;SALES_PRICE
P04926;T Nagar;1538;02/06/2010;32;1;1;4;Family;Yes;07/06/1989;Commercial;ELO;Paved;RH;4.9;3.4;3;3.67;17749320
P07107;Velachery;1725;22/02/2009;177;2;1;4;Family;Yes;02/03/1978;House;AllPub;Paved;RH;2.8;3.4;4.4;3.55;9767120
P09073;Adyar;700;16/04/2007;68;1;1;2;AbNormal;Yes;21/04/1986;House;NoSeWa;No Access;RH;3.9;2;3.4;3.27;6870115
P07133;Velachery;1649;11/02/2009;170;2;1;4;AdjLand;Yes;24/02/1960;House;ELO;Paved;C;4.6;2.6;2.4;3.04;8156380
P00389;T Nagar;1655;21/05/2014;19;1;1;4;AbNormal;No;29/05/1980;Others;AllPub;Gravel;RH;2.1;4.3;3.9;3.46;12548930
P00560;Chrompet;916;05/01/2014;181;1;1;3;Normal Sale;Yes;08/01/2002;Commercial;NoSewr ;No Access;RM;4.7;3.1;3.2;3.61;12501600
P04919;Karapakkam;1424;03/06/2010;139;2;2;4;AbNormal;No;14/06/1966;Commercial;NoSewr ;Gravel;RH;5;2.7;2.7;3.39;10936000
P08056;Chrompet;980;08/05/2008;84;1;1;3;Normal Sale;No;13/05/1991;Commercial;NoSewr ;Paved;RL;3;3.8;4.6;3.8;11900750
P00824;Chrompet;752;02/07/2013;116;1;1;2;Normal Sale;No;12/07/1973;Others;NoSeWa;Paved;RM;4.1;4.4;2;3.59;7695240
P08874;Velachery;1972;15/07/2007;141;3;2;5;Family;No;19/07/1989;House;AllPub;Gravel;RM;4;2;4.3;3.19;11475260
P02092;Velachery;1840;11/12/2011;52;3;2;5;Partial;No;19/12/1976;Others;NoSeWa;No Access;I;2.4;2.4;2.9;2.55;8243200
P02109;Karapakkam;904;09/12/2011;82;1;1;3;Normal Sale;Yes;19/12/1971;Others;NoSewr ;No Access;RL;2.4;4.2;3.4;3.34;6863000
P01254;Chrompet;1011;26/09/2012;14;1;1;3;Normal Sale;No;03/10/1985;Commercial;NoSewr ;Paved;RH;3.8;2.6;2.5;2.93;11251850
P04212;Karapakkam;968;15/10/2010;165;1;1;3;Partial;No;17/10/2002;Commercial;ELO;No Access;A;3.8;3.9;4.3;4.03;5937000
P01824;Chrompet;1073;01/02/2012;77;1;1;3;Family;Yes;02/02/2007;Others;NoSeWa;Paved;RH;4.5;3.5;3.8;3.89;9522360
P09328;Anna Nagar;1894;16/01/2007;98;2;1;5;Family;Yes;25/01/1969;House;NoSewr ;Paved;RH;3.5;4.6;2.9;3.535;12680410
P05769;Adyar;618;25/12/2009;22;1;1;2;AbNormal;No;28/12/1996;Others;NoSewr ;Gravel;A;4.1;3.2;4.5;4.12;5546495
P04458;Karapakkam;1611;26/08/2010;106;2;2;4;Normal Sale;Yes;06/09/1965;House;AllPub;No Access;A;4.9;4.4;3;3.99;6085250
P02436;Velachery;1738;05/10/2011;30;2;1;4;Normal Sale;Yes;13/10/1979;Commercial;NoSeWa;No Access;RH;2.9;2.2;3;2.62;14152290
P09316;Velachery;1704;18/01/2007;154;2;1;4;Normal Sale;No;21/01/1993;Others;NoSeWa;Paved;RH;4.4;4.6;4.7;4.58;9810880
P04676;Karapakkam;1386;20/07/2010;97;2;2;4;Family;No;21/07/2005;Others;NoSeWa;Paved;RL;3.3;4.2;3.8;3.77;8418500
P06952;Chrompet;1128;09/04/2009;141;1;1;3;Family;Yes;11/04/2000;Others;NoSewr ;Gravel;RL;3.6;3.7;3.6;3.64;10897710
P06041;Karapakkam;1567;04/11/2009;2;2;2;4;Family;No;08/11/1992;Others;AllPub;Gravel;C;4.2;2.9;4.5;3.93;7725875
P04312;Adyar;1015;24/09/2010;14;1;1;3;Partial;No;27/09/1998;House;AllPub;No Access;RL;3.7;2.7;2.6;2.95;7919880
P08794;Chrompet;1286;16/08/2007;105;2;1;4;AbNormal;No;24/08/1973;House;AllPub;No Access;RM;2.2;2.2;4.9;3.01;9153300
P00853;Chrompet;820;13/06/2013;116;1;1;3;Family;No;15/06/2006;House;NoSeWa;Gravel;RH;3.3;5;4.3;4.28;7451850
P01372;Anna Nagar;1902;02/07/2012;168;2;1;5;Family;Yes;13/07/1970;Commercial;ELO;Paved;RL;4.5;4.9;4.9;4.76;21203240
P02672;Karapakkam;1160;21/08/2011;52;1;1;3;Family;No;31/08/1968;Commercial;NoSewr ;Paved;RL;4.4;3.5;2.4;3.33;9516250
P02257;Karapakkam;971;04/11/2011;15;1;1;3;Normal Sale;No;11/11/1983;House;AllPub;Paved;RL;2.4;2.6;2.1;2.34;6530500
P05289;Karapakkam;1686;24/03/2010;41;2;2;4;Normal Sale;No;31/03/1982;House;AllPub;No Access;I;3.1;2.3;2.8;2.74;6658000
P05139;Velachery;1868;22/04/2010;125;3;2;5;AbNormal;No;04/05/1962;House;ELO;Gravel;C;4.2;2.7;2.1;2.9;8076410
P09031;Adyar;719;07/05/2007;43;1;1;2;Family;No;13/05/1981;House;ELO;Paved;A;3.6;5;2.2;3.18;4408790
P04644;Chrompet;889;26/07/2010;119;1;1;3;Normal Sale;Yes;01/08/1987;Commercial;NoSewr ;Paved;RH;5;3.7;4.8;4.42;11546650
P04288;Anna Nagar;1970;30/09/2010;75;2;1;5;AdjLand;No;03/10/1999;Other;NoSeWa;Gravel;RM;3.7;2.3;2.9;3.03;15845620
P02360;Karapakkam;1122;17/10/2011;115;1;1;3;Family;No;22/10/1990;Others;ELO;Paved;RM;3.7;3.6;4;3.79;7809500
P07810;Chrompet;1198;25/07/2008;113;1;1;3;AbNormal;No;04/08/1969;House;NoSeWa;Paved;RM;2.8;4.5;2.2;3.3;9020650
P06351;Anna Nagar;1507;09/09/2009;140;1;1;4;AbNormal;Yes;12/09/1999;Commercial;NoSewr ;Gravel;RH;4.7;2.6;2.7;3.375;18438250
P01247;Anna Nagar;1600;30/09/2012;154;1;1;4;Family;Yes;06/10/1991;House;ELO;Gravel;RH;3.9;2.7;2.5;3.04;11920820
P07781;Adyar;600;05/08/2008;96;1;1;2;Normal Sale;Yes;10/08/1991;Others;ELO;No Access;RH;2.2;2.8;3.3;2.87;6826655
P05467;Chrompet;1153;19/02/2010;136;1;1;3;Normal Sale;No;24/02/1990;Commercial;ELO;No Access;RM;2;2.3;3.2;2.48;12866800
P04371;Anna Nagar;1701;14/09/2010;141;1;1;4;AbNormal;No;22/09/1978;House;NoSewr ;Gravel;RL;3.5;2.9;4.8;3.87;12185540
P03536;Karapakkam;1520;06/03/2011;64;2;2;4;Partial;No;17/03/1964;Commercial;NoSeWa;No Access;C;3.5;2.1;5;3.68;8710250
P05498;Velachery;1716;13/02/2010;86;2;1;4;Family;Yes;15/02/2002;House;ELO;Paved;RL;2.1;3.3;2.2;2.67;10359860
P05300;Chrompet;1065;23/03/2010;127;1;1;3;AdjLand;No;01/04/1973;Others;NoSewr ;Paved;RL;3.2;2.5;2.3;2.65;8934000
P04548;KK Nagar;2283;11/08/2010;56;4;2;6;Family;Yes;12/08/2004;Others;AllPub;Gravel;RL;3.4;3.6;3.4;3.46;13852380
P05642;Adyar;1284;19/01/2010;141;2;2;4;Normal Sale;Yes;20/01/2005;Commercial;ELO;Paved;RL;3.4;2.1;4.3;3.59;16107475
P08738;Adyar;1275;05/09/2007;196;2;2;4;AdjLand;Yes;11/09/1980;House;ELO;Gravel;C;3.1;4.8;2.9;3.34;9485505
P02597;Karapakkam;653;04/09/2011;46;1;1;2;Partial;No;16/09/1961;Others;NoSewr ;Paved;RL;2.5;4;2.5;2.95;5179875
P05843;Anna Nagar;1688;12/12/2009;167;1;1;4;Partial;No;22/12/1970;House;NoSewr ;Paved;RH;5;3.3;3.4;3.935;10560230
P09446;Adyar;848;01/12/2006;125;1;1;3;AbNormal;No;06/12/1986;Others;NoSewr ;Gravel;A;3.4;4.8;4.9;4.43;6618400
P09528;Velachery;1796;24/10/2006;176;2;1;4;AdjLand;Yes;05/11/1956;House;ELO;No Access;RH;4.8;2.1;3.8;3.29;9105350
P03007;Karapakkam;1299;15/06/2011;114;1;1;3;AdjLand;No;26/06/1965;Commercial;NoSewr ;Paved;I;3;4.7;2.4;3.27;9338500
P04611;Karapakkam;1589;31/07/2010;140;2;2;4;Normal Sale;No;10/08/1969;House;NoSewr ;Gravel;I;4.5;3.1;2;3.08;7242250
P00751;Anna Nagar;1615;19/08/2013;181;1;1;4;AbNormal;No;27/08/1983;House;ELO;No Access;RH;2.1;4.6;2.5;2.885;9845950
P07016;KK Nagar;1778;23/03/2009;91;3;2;5;Family;Yes;25/03/2002;House;NoSeWa;Gravel;RL;4.9;4.6;3.2;4.13;11177540
P08901;Adyar;765;27/06/2007;11;1;1;2;Normal Sale;No;29/06/1996;House;ELO;Gravel;RL;4.5;4.2;4.9;4.64;8203665
P02105;Anna Nagar;1791;10/12/2011;91;1;1;4;AbNormal;No;14/12/1992;Commercial;NoSeWa;Paved;RH;2.3;4.7;2.6;3.02;18991980
P02674;Velachery;1924;20/08/2011;123;3;2;5;Partial;Yes;28/08/1978;Commercial;ELO;Gravel;RL;2.8;2.6;3.3;2.86;16752260
P08108;KK Nagar;2457;24/04/2008;179;4;2;6;AdjLand;Yes;02/05/1979;Others;NoSewr ;Paved;RL;4.5;5;3.2;4.13;13907120
P09038;Chrompet;1225;05/05/2007;72;2;1;4;AbNormal;Yes;06/05/2001;House;NoSeWa;No Access;RL;2.6;4.3;5;4;9680500
P07683;Chrompet;735;03/09/2008;4;1;1;2;AdjLand;Yes;05/09/2001;Others;ELO;Gravel;RM;4.7;4.1;3;3.95;10007400
P08503;Anna Nagar;1867;06/12/2007;138;2;1;5;Family;Yes;12/12/1983;House;NoSewr ;Paved;RL;4.9;3.5;3.5;3.99;13507780
P00482;Chrompet;780;12/03/2014;187;1;1;2;Partial;No;22/03/1975;Others;AllPub;No Access;RL;2.5;4.7;2.3;3.32;6561850
P06504;T Nagar;1934;04/08/2009;63;2;1;5;Normal Sale;No;06/08/2000;Commercial;AllPub;No Access;RM;2.1;2;2.8;2.39;21447680
P09099;Anna Nagar;1921;07/04/2007;106;2;1;5;AdjLand;Yes;17/04/1967;Others;NoSeWa;No Access;RL;2.5;2;3.4;2.735;14301080
P09182;Chrompet;1217;06/03/2007;97;2;1;4;AdjLand;Yes;10/03/1988;Others;NoSeWa;Paved;RH;2.8;3.4;3;3.1;10338740
P03510;Chrompet;1081;13/03/2011;18;1;1;3;Family;Yes;15/03/2001;House;NoSeWa;Paved;RH;3.7;3.9;4;3.87;8847900
P05599;Anna Nagar;1794;27/01/2010;45;1;1;4;Family;No;06/02/1970;Others;NoSewr ;Gravel;RM;2.8;2;2.5;2.48;13876620
P04465;KK Nagar;2215;26/08/2010;88;3;2;5;Partial;Yes;29/08/1998;House;AllPub;Gravel;RH;2;2;2.8;2.32;11596240
P05656;Chrompet;848;17/01/2010;6;1;1;3;AbNormal;No;24/01/1981;Others;NoSeWa;No Access;RH;4.8;2.7;4;3.72;6568510
P10021;Velachery;1806;04/02/2004;71;3;2;5;Partial;Yes;14/02/1963;House;AllPub;Paved;RM;3.2;3.4;3;3.23;10885120
P08564;Chrompet;970;06/11/2007;152;1;1;3;Partial;Yes;10/11/1990;House;ELO;No Access;RH;3;4.4;3.3;3.65;7463750
P07447;T Nagar;1549;06/11/2008;77;1;1;4;AdjLand;No;14/11/1978;House;NoSeWa;Paved;RM;4.8;3.1;4.8;4.375;12133650
P02654;Chrompet;1148;26/08/2011;85;1;1;3;AdjLand;No;31/08/1989;House;ELO;Gravel;RL;3.2;2.5;4.7;3.37;9311100
P05986;Velachery;1690;15/11/2009;59;2;1;4;Normal Sale;Yes;25/11/1971;Commercial;AllPub;Gravel;C;2.7;3.4;4.3;3.5;14083210
P02417;Chrompet;1211;08/10/2011;170;2;1;4;AdjLand;No;10/10/2000;House;ELO;Gravel;RH;3.4;3.1;2.9;3.13;9212250
P07789;Chrompet;1233;02/08/2008;24;2;1;4;AbNormal;No;11/08/1975;House;NoSeWa;Gravel;RM;2.2;2;4.6;2.84;9817150
P03243;Velachery;1623;27/04/2011;91;2;1;4;AdjLand;No;29/04/2003;Others;ELO;Paved;RL;4.3;3.4;2.5;3.36;10346560
P01393;Anna Nagar;1984;07/06/2012;160;2;1;5;AdjLand;No;14/06/1986;Others;ELO;Paved;RM;3.5;3.5;5;4.1;15185240
P09963;Velachery;1971;04/07/2004;5;3;2;5;Partial;Yes;11/07/1976;Commercial;NoSewr ;No Access;RH;2.5;2.8;2.6;2.67;15559710
P04522;Karapakkam;1130;14/08/2010;130;1;1;3;Partial;Yes;15/08/2005;Others;NoSewr ;Gravel;RH;3;2.4;4.3;3.34;8461500
P01575;Adyar;1015;15/03/2012;76;1;1;3;Family;Yes;17/03/2004;Commercial;NoSewr ;No Access;C;4.6;2.2;2.3;2.97;11224620
P07529;Chrompet;1002;13/10/2008;60;1;1;3;Normal Sale;No;22/10/1972;Commercial;NoSeWa;Paved;RL;2.7;2.2;4.1;2.92;11515200
P02675;Adyar;990;20/08/2011;44;1;1;3;AdjLand;Yes;21/08/2004;House;AllPub;No Access;RH;2.7;2.3;2;2.27;8885505
P01852;Karapakkam;740;27/01/2012;53;1;1;2;Partial;Yes;04/02/1978;Others;NoSeWa;Paved;RM;2.3;4.8;4.9;4.09;7316000
P05765;Chrompet;1091;26/12/2009;144;1;1;3;Partial;No;01/01/1987;Others;AllPub;No Access;RH;2.6;4.7;2.2;3.32;7697920
P09319;Chrompet;736;18/01/2007;42;1;1;2;Partial;Yes;27/01/1970;Others;NoSewr ;Gravel;RL;3.9;3.1;4.3;3.7;8426070
P04117;T Nagar;1645;03/11/2010;175;1;1;4;Normal Sale;No;11/11/1979;House;NoSewr ;Gravel;RH;2.3;5;4.2;3.83;11469920
P01879;KK Nagar;1765;23/01/2012;6;2;1;4;AbNormal;No;30/01/1983;Others;NoSeWa;Paved;RH;2.6;5;3.7;3.76;9338880
P06981;KK Nagar;1634;01/04/2009;200;2;1;4;AbNormal;No;05/04/1992;House;NoSeWa;Paved;RM;4.7;4.9;3.9;4.44;9736540
P09051;Chrompet;955;30/04/2007;98;1;1;3;Normal Sale;No;05/05/1985;Commercial;ELO;Gravel;RM;4.9;4.3;3.8;4.33;12610500
P01935;Velachery;1781;12/01/2012;173;2;1;4;Family;Yes;24/01/1962;House;AllPub;Paved;RL;4.8;2.6;4.2;3.63;10158300
P06922;Chrompet;730;17/04/2009;142;1;1;2;AdjLand;Yes;27/04/1969;Commercial;NoSewr ;Gravel;RH;3.5;4.7;4;4.13;10706200
P02545;Karapakkam;586;13/09/2011;45;1;1;2;AbNormal;No;23/09/1969;Others;NoSewr ;Paved;RH;3.3;3.4;2.2;2.89;4737250
P03982;Karapakkam;1670;30/11/2010;69;2;2;4;Partial;Yes;11/12/1965;Commercial;AllPub;No Access;RH;2.4;2.7;2.6;2.57;11825750
P09314;T Nagar;1885;19/01/2007;117;2;1;5;AbNormal;No;24/01/1988;House;NoSeWa;No Access;RM;4.1;4.4;2.7;3.545;12782330
P03882;Karapakkam;1090;23/12/2010;34;1;1;3;AdjLand;Yes;04/01/1961;House;AllPub;No Access;A;2;4.4;4.9;3.88;4876500
P09813;Velachery;1629;20/05/2005;77;2;1;4;AbNormal;No;03/06/1951;House;NoSeWa;Gravel;RL;3;3.5;4;3.53;8988830
P06733;Chrompet;1018;09/06/2009;30;1;1;3;AdjLand;Yes;17/06/1976;Others;AllPub;Gravel;RM;4.4;2.5;4.6;3.7;11139610
P01431;Chrompet;1277;10/05/2012;38;2;1;4;AbNormal;Yes;19/05/1978;House;AllPub;Paved;RL;4.1;2.3;4.4;3.47;10150100
P04763;Karapakkam;1395;03/07/2010;77;2;2;4;Partial;No;04/07/2005;House;NoSewr ;Gravel;RH;2.5;3.1;2.4;2.64;7730250
P01912;T Nagar;1947;16/01/2012;66;2;1;5;Partial;Yes;27/01/1968;House;NoSewr ;Paved;RM;3;3.4;3;3.1;13871280
P04538;Chrompet;893;12/08/2010;57;1;1;3;Normal Sale;No;22/08/1970;Others;ELO;Gravel;RH;4.9;4.7;4.3;4.64;7727410
P08614;Anna Nagar;1897;23/10/2007;148;2;1;5;Normal Sale;No;27/10/1990;Commercial;NoSewr ;Gravel;RH;4.1;3.1;3.3;3.53;20738440
P09439;Velachery;1633;05/12/2006;9;2;1;4;AdjLand;Yes;14/12/1969;Others;NoSeWa;No Access;I;3.7;4.5;2.5;3.7;9127590
P04677;KK Nagar;2170;20/07/2010;121;3;2;5;Family;Yes;22/07/2002;House;NoSewr ;Gravel;RL;3.7;4.6;4;4.09;12372160
P01387;Chrompet;1157;15/06/2012;19;1;1;3;Normal Sale;No;18/06/2002;House;NoSewr ;Gravel;RL;3.6;4.6;2.2;3.58;9455100
P08052;KK Nagar;2041;10/05/2008;85;3;2;5;Normal Sale;No;15/05/1989;House;NoSeWa;Paved;RH;2.1;5;2.2;3.01;9625180
P06581;Karapakkam;1332;20/07/2009;137;1;1;3;Normal Sale;No;31/07/1965;Others;NoSewr ;Paved;RM;3.5;3.4;4.2;3.75;8261500
P07058;Chrompet;1122;08/03/2009;33;1;1;3;AdjLand;No;14/03/1985;House;ELO;Paved;RH;2.1;3.1;3.5;2.92;8015800
P00299;Chrompet;1272;16/07/2014;59;2;1;4;Partial;Yes;22/07/1990;House;AllPub;Paved;RH;2.9;3.1;2.1;2.74;9387600
P09490;Anna Nagar;1951;13/11/2006;120;2;1;5;Family;Yes;22/11/1970;Commercial;ELO;No Access;RH;2.7;3;2.4;2.655;20272170
P00630;Chrompet;1236;20/11/2013;41;2;1;4;AbNormal;Yes;28/11/1982;House;NoSewr ;Paved;RH;3.6;2.7;4.3;3.45;9314050
P05247;Adyar;702;03/04/2010;51;1;1;2;AdjLand;Yes;08/04/1989;Commercial;AllPub;No Access;RH;3;2.7;4.7;3.79;10353315
P08743;Chrompet;1001;04/09/2007;18;1;1;3;Partial;No;11/09/1976;House;NoSewr ;Paved;RL;3.3;4.1;2.4;3.35;7688050
P05703;Karapakkam;1265;08/01/2010;108;1;1;3;Normal Sale;No;11/01/1997;Others;NoSeWa;Gravel;RM;2.5;3.8;2.3;2.81;8970625
P08649;Chrompet;739;08/10/2007;142;1;1;2;Partial;No;13/10/1984;Commercial;AllPub;No Access;RM;3.8;3.7;4.1;3.85;9729650
P01793;Karapakkam;1628;07/02/2012;185;2;2;4;Normal Sale;No;18/02/1968;Others;NoSeWa;Gravel;C;2.2;4.3;2.2;2.83;7150500
P09267;Chrompet;1065;07/02/2007;117;1;1;3;Partial;No;10/02/1996;Commercial;NoSewr ;Gravel;RH;4.4;4;4.2;4.18;12311250
P02652;Karapakkam;1245;26/08/2011;106;1;1;3;Partial;No;02/09/1983;Others;NoSeWa;Paved;A;4.1;2.9;3.5;3.5;4918375
P09383;Velachery;1755;27/12/2006;78;2;1;4;AdjLand;Yes;31/12/1991;Commercial;AllPub;Gravel;A;4.7;2.3;3.1;3.14;14615700
P08476;Adyar;1178;17/12/2007;119;1;1;3;Family;Yes;22/12/1987;Others;AllPub;Paved;RM;3.6;4.5;4.9;4.43;11731400
P08499;Chrompet;1058;07/12/2007;61;1;1;3;Family;Yes;12/12/1985;House;NoSewr ;Paved;RH;3.9;3.2;2.7;3.26;8598500
P00460;Chrompet;889;31/03/2014;149;1;1;3;AbNormal;Yes;08/04/1980;Others;NoSeWa;Gravel;RM;4.6;4.2;3;3.96;10010430
P04570;Adyar;689;07/08/2010;98;1;1;2;Normal Sale;Yes;08/08/2005;Others;ELO;Paved;C;3.3;2.2;4.8;3.83;6946275
P02994;Adyar;663;17/06/2011;57;1;1;2;AdjLand;Yes;21/06/1995;House;NoSewr ;No Access;A;3.7;3.4;3;3.29;5426740
P03675;Chrompet;1261;02/02/2011;181;2;1;4;AdjLand;Yes;07/02/1990;House;NoSewr ;Paved;RH;2.1;2;3.2;2.39;9822750
P09539;Adyar;1089;19/10/2006;82;1;1;3;Family;Yes;24/10/1985;Others;NoSewr ;No Access;I;2.8;5;3.7;3.69;8585715
P01315;Chrompet;844;14/08/2012;43;1;1;3;AbNormal;Yes;18/08/1999;House;NoSeWa;Paved;RH;2.8;4.7;4.2;3.98;7987950
P02114;T Nagar;1770;09/12/2011;176;1;1;4;Normal Sale;Yes;12/12/1998;House;ELO;Paved;RM;3.2;2.8;4.3;3.595;13877710
P07267;KK Nagar;1876;04/01/2009;50;3;2;5;Family;Yes;10/01/1987;Commercial;NoSewr ;Gravel;RL;3.1;4.5;4.3;4;16527040
P03983;Karapakkam;931;30/11/2010;86;1;1;3;Family;No;06/12/1985;House;ELO;Paved;I;4.7;5;4.9;;5146250
P01345;Anna Nagar;1777;22/07/2012;192;1;1;4;AbNormal;Yes;24/07/2007;House;AllPub;Paved;RM;2.1;3.9;4.8;3.63;14237800
P06292;Adyar;635;19/09/2009;133;1;1;2;Normal Sale;No;29/09/1969;Commercial;NoSeWa;No Access;A;4.6;3.2;3.8;3.92;6036800
P05096;Karapakkam;924;02/05/2010;181;1;1;3;AdjLand;Yes;10/05/1976;Others;AllPub;Gravel;RM;2;3.6;2.1;2.52;9114000
P00811;Anna Nagar;1707;08/07/2013;145;1;1;4;AdjLand;Yes;14/07/1988;Commercial;AllPub;Gravel;RH;3.9;4.8;3.7;4.045;20399250
P08636;Chrompet;1100;12/10/2007;142;1;1;3;Partial;Yes;14/10/1999;House;NoSewr ;No Access;RH;2.4;3.8;2.2;2.9;8224000
P05579;Karapakkam;884;31/01/2010;11;1;1;2;Normal Sale;Yes;07/02/1984;Commercial;NoSewr ;Paved;I;4.8;2.7;3.8;3.77;8282500
P06735;Anna Nagar;1572;09/06/2009;94;1;1;4;AbNormal;No;15/06/1986;Others;ELO;No Access;RM;4.7;3.4;4.8;4.415;12206870
P04988;Chrompet;1002;22/05/2010;45;1;1;3;Normal Sale;Yes;28/05/1984;Commercial;NoSeWa;Gravel;RH;5;2.5;3.8;3.64;12654700
P00541;Anna Nagar;1531;21/01/2014;35;1;1;4;AbNormal;No;26/01/1994;Commercial;NoSeWa;Paved;RL;4.3;3.2;3.3;3.625;17480550
P07725;Chrompet;962;19/08/2008;20;1;1;3;AdjLand;Yes;23/08/1993;Commercial;NoSeWa;Paved;RH;3.5;2.4;3.1;2.94;12288650
P07950;KK Nagar;2180;13/06/2008;97;3;2;5;AdjLand;Yes;15/06/2000;Others;NoSeWa;Gravel;RM;2.7;4.9;4.5;4.08;14283760
P03728;Chrompet;844;23/01/2011;116;1;1;3;Partial;Yes;28/01/1990;Others;NoSeWa;Gravel;RM;3.2;4.1;3;3.5;9767030
P08587;Adyar;695;29/10/2007;86;1;1;2;AbNormal;Yes;31/10/1996;Commercial;ELO;No Access;I;4.6;3.9;2.4;3.36;9132865
P05011;Anna Nagar;1501;18/05/2010;78;1;1;4;Normal Sale;Yes;27/05/1975;Others;ELO;Gravel;RM;4.5;3.1;2;3.15;13627030
P04846;Anna Nagar;1757;19/06/2010;19;1;1;4;Normal Sale;No;26/06/1982;House;ELO;No Access;RM;4.8;4.5;2;3.605;11839510
P02935;Velachery;1672;26/06/2011;194;2;1;4;Partial;No;01/07/1989;Others;AllPub;Gravel;RM;2.4;2;3.3;2.49;10904740
P04445;Adyar;682;29/08/2010;59;1;1;2;Family;No;31/08/2003;Others;NoSewr ;Gravel;RH;2.5;3.1;4.1;3.42;7604205
P04123;Chrompet;1110;02/11/2010;141;1;1;3;Family;Yes;06/11/1994;Others;AllPub;Gravel;RL;2.6;3.4;3.2;3.1;10755300
P09010;Chrompet;1182;16/05/2007;188;1;1;3;Normal Sale;No;23/05/1979;Commercial;NoSewr ;Paved;RM;4.9;3.5;2.6;3.65;13835200
P04393;Karapakkam;1582;09/09/2010;143;2;2;4;AbNormal;No;13/09/1994;Others;ELO;No Access;RL;3.1;4.4;4;3.85;8191250
P02344;KK Nagar;1863;21/10/2011;175;3;2;5;AdjLand;No;23/10/2003;Others;AllPub;Paved;RM;2.5;3.1;4.3;3.4;11935020
P02810;Karapakkam;1655;21/07/2011;97;2;2;4;Normal Sale;Yes;27/07/1985;House;NoSeWa;Paved;RL;4.7;3.7;4.8;4.44;9347000
P04409;Karapakkam;675;07/09/2010;131;1;1;2;AdjLand;Yes;14/09/1980;Commercial;ELO;Paved;A;2.6;4.6;2.8;3.28;6031500
P07113;Anna Nagar;1899;19/02/2009;102;2;1;5;Partial;Yes;01/03/1968;Others;ELO;No Access;RH;3.3;4.2;4.9;4.165;12957140
P00517;Anna Nagar;1703;09/02/2014;167;1;1;4;Family;Yes;13/02/2000;Others;ELO;No Access;RH;3.1;2.1;2.6;2.65;12416270
P02163;Velachery;1906;26/11/2011;81;3;2;5;Family;Yes;27/11/2006;Commercial;NoSewr ;Paved;RH;4.6;4;4.7;4.36;16602700
P01712;Chrompet;1262;22/02/2012;107;2;1;4;AbNormal;No;03/03/1974;Commercial;AllPub;Paved;RH;3.5;4.3;2.8;3.61;13214700
P06535;KK Nagar;1741;29/07/2009;11;2;1;4;Partial;Yes;01/08/1999;Others;AllPub;Paved;RH;2.2;2.4;3.1;2.62;10458220
P02771;Anna Nagar;1582;02/08/2011;198;1;1;4;AdjLand;No;08/08/1985;Commercial;ELO;Paved;RH;2.1;2.4;3.9;2.895;17398770
P09207;Velachery;1966;24/02/2007;35;3;2;5;AbNormal;Yes;26/02/2000;House;NoSeWa;No Access;I;2.8;3;3.8;3.19;9665040
P03516;Chrompet;782;11/03/2011;195;1;1;2;Family;Yes;13/03/2003;Commercial;NoSewr ;Paved;RM;2.6;4.5;3.2;3.54;11934800
P08004;KK Nagar;2372;25/05/2008;10;4;2;6;Normal Sale;Yes;02/06/1979;Others;NoSeWa;Gravel;RM;3.1;5;3.8;3.95;14272420
P02891;Karapakkam;1047;04/07/2011;63;1;1;3;AdjLand;No;07/07/1997;Commercial;NoSeWa;Paved;I;4.3;4.7;2.8;3.82;8597500
P09206;Anna Nagar;1724;25/02/2007;136;1;1;4;AbNormal;No;01/03/1991;Others;ELO;Paved;RH;4.5;3.9;2.7;3.63;12337540
P06555;Anna Nagar;1756;25/07/2009;187;1;1;4;AbNormal;Yes;28/07/1997;House;ELO;Paved;RH;2.4;4.1;2.3;2.785;12368790
P00649;Chrompet;750;09/11/2013;78;1;1;2;Partial;Yes;15/11/1989;Commercial;ELO;Paved;RL;2;3.7;4;3.28;10428000
P04032;KK Nagar;1483;21/11/2010;10;2;1;4;AbNormal;No;23/11/2003;Commercial;AllPub;Gravel;RL;2.3;2.5;2;2.24;13570940
P02034;Karapakkam;932;21/12/2011;86;1;1;3;AbNormal;Yes;30/12/1975;Commercial;NoSewr ;Paved;RM;3.3;2.1;2.5;2.62;10095000
P04518;T Nagar;1536;15/08/2010;5;1;1;4;AdjLand;Yes;17/08/2002;Others;AllPub;No Access;RH;3.8;3.6;3.1;3.435;12754890
P06193;Karapakkam;1657;07/10/2009;78;2;2;4;AbNormal;Yes;17/10/1970;Others;NoSeWa;Gravel;RL;3.6;2.5;3.8;3.35;10147125
P02369;Karapakkam;1025;16/10/2011;84;1;1;3;AbNormal;No;20/10/1995;Commercial;AllPub;No Access;I;2.7;3.6;2.9;3.05;7688000
P08063;Adyar;961;05/05/2008;45;1;1;3;Normal Sale;Yes;10/05/1988;House;NoSeWa;Gravel;I;3.8;2.1;2.6;2.86;8546900
P01022;Chrompet;910;19/02/2013;81;1;1;3;AdjLand;No;27/02/1984;Others;NoSeWa;No Access;RM;4.9;3;2.1;3.3;8364650
